Artist_id,Artist_name,Artist_location
AR7KA5V1187FB44E6B,The Del McCoury Band,
AR4MCB01187B98BF5C,Atman,
AR0B8CT1187B9B2CF3,Fyah Blaze,
ARMB95F1187B9B5B93,Cam'Ron / Juelz Santana,"Harlem, NY"
ARYF20K1187B9B76BD,George Lopez,"ORANGE, California"
AR2BBHS1187FB4AE06,Jeff Beck Group,
AREUYDJ1187B9BA040,Krystof,"Havířov, Česká republika"
ARTHWIZ1187FB4258D,Frank Ifield,"Coventry, England"
ARJ5FD21187FB43F12,Mavado,
ARP72BU1187B99CD9A,Who Made Who,
AREDCT51187B9A6DA6,Alex Fong,
ARYGSFW1187FB519B1,Mike And The Mechanics,United Kingdom
ARLQ5EV1187FB4491D,Don Francisco,Colorado
ARHKQGH1187B9A4DB4,In Extremo,
ARKQN8X1187B99221C,Joe Rogan,"Newark, NJ"
ARNLOIO11F4C841019,Isaacs,Tennessee
ARM4J201187B9B8B3B,Gustavo Santaolalla,"Buenos Aires, Argentina"
ARDUJZJ1252CCFA253,Whitney Cummings,
ARUG6DV1187B992475,Willie Clayton,"Indianola, MS"
ARJDMBO1187B9AD118,Johnny Osbourne,
AROGAPH1187B98CF9C,Bénabar,
ARD842G1187B997376,Blue Rodeo,"Toronto, Ontario, Canada"
ARLNSD41187FB4D9A0,Sergio Franchi,Italy
ARDCQM61187B9951CE,Sneaky Sound System,"Sydney, Australia"
ARNSTES1187FB4FC9B,Shinehead,"London, England"
AR6PMJQ1187B9B9655,3 Steps Ahead,
ARHINI31187B995C1D,Singing Melody Feat. Robyn,
AR2NJG71187FB5203E,Roni Size,"Bristol, England"
AR2XI6G1187B9AE7DA,Fat Joe,"Bronx, NY"
ARMWXUE1187B9B9D3D,Los Titanes,
ARYZ1NG1187FB3FD40,Cool cavemen,"Lille, France"
ARELFAE1187FB40D0A,Bally Sagoo,
ARWPHDF1242077F0B8,:Blacks On :Blondes,
AR3FOK11187FB3F4EE,Seven Mary Three,
ARKEZNY1187B9B7F6C,Irini Merkouri,
AR2D0XK1187B98EC4A,Johnny Pearson,
AR2W4T81187FB410A7,David Gilmour Featuring Richard Wright,"Cambridgeshire, England"
AR3WMW01187B9921F7,Schizoid,
AR1ZZOW1187B99BA84,Bumblefoot,New Jersey
ARDI88R1187B98DAB2,Foxy Brown / Total,
AROUOZZ1187B9ABE51,Willie Bobo,"New York, NY [Spanish Harlem]"
ARNEL2O1187FB4421A,Bukka White,"Houston, MS"
ARE8GLF1187FB52532,Red Hot Chili Peppers,
ARLMCCW1241B9CE7CB,Kurt Tepperwein,
ARG09R51187FB4D5C2,Bryan White,"Lawton, OK"
AR6IJ6U1187B99FC7C,Alberto Cortez,
ARN7OQ21187FB5A6B3,Furry Lewis,"Greenwood, MS"
ARJ3DXR1187FB4F879,Dirty Harry,Washington
ARBB58Y1187B9B621B,Bill & Gloria Gaither,
ARRESZG1187B9A3FBF,Les Hou-Lops,
AR3TITY1187B99E790,Gyptian,
ARMPQIE1187FB3D4EB,Bounty Killer,"Kingston, Jamaica"
ARALP6I1187B989E27,The Shirelles,"Passaic, NJ"
ARXGASQ1187FB3C727,Camp Lo,"New York, NY [Bronx]"
ARU868Z1187FB47319,Wonderland,Mass. - Western
ARJ2PMY1187FB5B563,Burning Spear,NY - Long Island
ARTXGGI1187B9B3D58,Blackalicious,"Davis, CA"
ARO7FES1187B9A59BE,M.I.K.E.,"Antwerp,Belgium, New York"
ARSW5F51187FB4CFC9,Alice In Chains,"Seattle, WA"
ARSF4161187B9B449F,The Gone Jackals,
AR243ZT1187B9A98D2,Otis Spann,"Jackson, MS"
ARGYHUI1187B9AC2A5,Hanoi Rocks,
ARFUSID1241B9C9462,Daniela Dessì,Genova
AR2WUJP1187B99364C,Nicola Fasano feat. Paula B.,
AR2H1J41187FB5C640,Danny Elfman,"Los Angeles, California"
ARWGY6U1187B98B228,Orquesta Sublime,Cuba
ARRSNAA11F50C49717,Ocho y Media,
AR25LGJ1187B9B2492,Doug Sahm Tex Mex Trip,"San Antonio, TX"
ARDW74M1187B98DA34,Bill & Gloria Gaither,
AR3TG3X1187FB4D577,Atari Teenage Riot,"Berlin, Germany"
AREBSCJ1241B9C7BDF,Staatskapelle Dresden/Herbert Blomstedt,
ARX9YIP1187B98A656,RUN-DMC,
ARBPRTL11F4C83CB05,Oak Ridge Boys,
ARZCXO91187FB53708,Justin,Georgia
ARIQD5J1187B98D8DC,Kerson,Texas
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,
ARHXWB01187B9A205C,Jean Gabin,
AR022JO1187B99587B,Ross,Indonesia
ARZRTZT124549A402A,Army of the Pharoahs,
AR7JPF81187B988D23,Charlie McCoy,"Jackson, MS"
AR7TTCH1187FB3F95C,Leon Russel,"Lawton, OK"
AR1W3MA1187B99E6D8,Danny Wright,Texas
ARL7K851187B99ACD2,Andy Andy,
ARFLBJQ1187B9B928D,Nando Lauria,
ARNSAEA1187B9B908E,Cheo Feliciano,"Ponce, Puerto Rico"
ARTZMXB1187B990A55,Streetwize,
AR6XZ861187FB4CECD,The Beatles,"Liverpool, England"
ARWVOHH1187FB5974B,Screamin' Jay Hawkins,"Cleveland, OH"
AR3THYK1187B999F1F,João Gilberto / Gilberto Gil / Caetano Veloso,
ARJBWQI1187B9B17D1,Trivium,"Orlando, FL"
ARLDW2Y1187B9B544F,Tommy James And The Shondells,"Dayton, OH"
ARB29H41187B98F0EF,Terry Callier,Chicago
ARIZCNG12802FDFC69,Coraleena Ellis,
AR5IDI61187FB43E75,Bloomfield,
AR0V36F1187FB366B1,The Chieftains,Ireland
ARW2U4O1187FB4408B,Andrew W.K.,New York NY
AR4L5ZC1187FB450A4,Bescenta,
ARH1LE01187B98D68D,John Debney,
AR8B1WY1187FB38366,Rakim,"Long Island, NY"
AR0TZ7T1187B994E37,"Dave ""Baby"" Cortez","Detroit, MI"
ARJO8W91187B9AB734,Count Ossie,
ARWAPYC1187FB3FCAF,S.U.P,
ARS86AJ1187B9B4225,Janis Joplin,"Port Arthur, TX"
ARROUEA1187FB4AA0F,Atom,Washington
AR0KBXO1187B996460,Slipknot,"Des Moines, Iowa"
ARZMWNY1187B99EBF1,Paul Geremia,"Providence, RI"
ARUUXNF1187B98FB36,Charlie Peacock,
ARN6EWN1187B9A4600,Jimmy Wyble,"Port Arthur, TX"
ARE73DO1187B9B9DDE,Los Brujos,
ARBQ5TQ1187B992B8A,Vivian,CANADA - Ontario
ARPQ4Z01187FB3A736,Butthole Surfers,"San Antonio, TX"
AR08NXW1187B99526D,Die Symphony,Missouri
ARCDLDD11F33E000A4,Varios,
ARUAKAN1187FB48204,Walter Trout,"Ocean City, NJ"
ARRJFJ31187B9961EF,Sergio Dalma,
ARMZJIZ1241B9CA2DB,The Jane Shermans,United States
AR9LJ9D1187FB4303D,Sean Kingston,"Kingston, Jamaica"
ARE36MM1187B991E50,Blind Lemon Jefferson,"Couchman, TX"
AR9HNKW1187FB57EC6,Mei Chi Chiang,
ARDVZTE1187FB5A0A1,Bon Jovi,"Sayreville, NJ"
AR9ILJF1187B9B80ED,Gabriel Yared,"Beirut, Lebanon"
ARK9W051187FB4B783,Zombina & The Skeletons,
ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,
AR3RNXB1187B98F0B4,Monique Marvez,
ARUNYOW1187FB43F2A,Blind Boy Fuller,"Wadesboro, NC"
ARFZDSJ1187FB494AB,Dancecore Allstars,
AR4GP451187FB3F2BB,Andy Griffith,
AROI96Z1187B9A5304,Mish Mash,
ARWGY6U1187B98B228,Orquesta Sublime,Cuba
ARPTHEV123E29C17B3,Flowin Immo et Les Freaqz,
ARXPPEY1187FB51DF4,Michael Jackson,
ARUK0W21187B995456,Isabel Pantoja,
ARYN2M61187B995BD6,Juanes,"Medellin, Colombia"
ARNR58F1187FB52FA9,BigElf,
AR3USQW1187FB4A90D,Bebo Norman,
AR6IJJ41187B98C872,Bobby Pulido,"Edinburg, TX"
ARPNDSH1187B9B942F,Sui Generis,
ARKQ6QN1187B9B016D,Photek,"Ipswich, England"
ARO08R311C8A414C15,The LeRoi Brothers,
AREOGMA1187B9908EF,Hot Tuna,"San Francisco, CA"
AR1IY3B1187B98B384,Joanna Connor,"Brooklyn, NY"
ARI8GY11187B988DF4,Hemdale,
AR2O3B51187B98CD94,Cece Winans,"Charlotte, NC"
ARTYGL51187B98F9D3,K.T. Oslin,"Crossett, AR"
ARPH0O91187B99706D,Taste,Ireland
ARWV4FQ11C8A42ABCE,Dhamika,Sweden
ARANIJI11F4C83EFD2,Toots & The Maytals,
ARISHTQ1187FB3E6F0,Ben E. King,
ARB4ZRM1187B993147,Dark Fortress,
ARQ6DNW1187FB4DF1D,Deborah Coleman,"Portsmouth, VA"
AR8W8DN1187FB35ED0,The Germs,"Los Angeles, CA"
ARMT23H1187B995083,Emilio,"SAN ANTONIO, Texas"
ARPINYO12454A2E4AB,Deathstar,Washington
ARL47TY11C8A416938,Time Factory,
ART6QCS1187FB40CBD,Los Auténticos Decadentes,
ARN03F71187FB4E3F4,Ayo,United States
ARUNHZF122988ED7DA,Lou Reid & Carolina,North Carolina
ARBFDJW1187B9AD27A,The Fabulous Thunderbirds,"Austin, TX"
ARW0Z9V1187B9A0699,Peter Tosh,"Westmoreland, Jamaica"
AREOREU1187B99AACD,Rhian Sheehan,Wellington
ARNTTHK1187B98FF64,Andy & Lucas,Cádiz
ARKKTIY11F4C845817,Chris Vickery,CANADA - Ontario
AR4UJ7O1187B994010,Buddy Johnson,"Darlington, SC"
ARLLUSZ1187B98ACDC,Tha Liks featuring King T,
ARV38Z81187B98E608,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,
ARDD1RC1187B9B52B4,Jacob Young,
ARZHXR61187FB3D065,The Family Stand,Brooklyn
ARS4KT21187B9B9438,Fito Paez,
ARJNOOU11F4C845A6A,Riviera Regime,
AR35YUO1187B9AD83E,Wet Wet Wet,"Glasgow, Scotland"
AR8QHU51187B9A3341,Leo Ku,
AREW7CO1187B9A1B0D,Onesidezero,"Los Angeles, CA"
ARE2XN81187B98BB83,Alexis HK,
ARCRR5X1187FB3BD4A,Elva Hsiao,
ARTL6FB1187FB4EAA7,Kool Keith,
ARDK0551187FB5AC48,Blind Willie Johnson,"Marlin, TX"
AR858UO1187FB437B4,Precious Bryant,North Carolina
ARHINI31187B995C1D,Singing Melody,
ARSIECN1257509EBB0,Kapelle Herrenweide,
ARUUXNF1187B98FB36,Charlie Peacock,
ARDPPNV11F4C842433,Marimba Alma De Chiapas De Juan Palacios,
AROMMO41187B99F8FF,Jeff Wahl,Colorado
ARW1DZQ1187B9A18E0,Vusi Mahlasela,
ARWZE8O1187B9B8480,Elmer Bernstein,"New York, NY"
ARSDSMG1187B98CB59,Eddie Cantor,"New York, NY"
ARN8NCB1187FB49652,Lionel Rogg,"Geneva, Switzerland"
AREUIRT11F4C8408E6,Peter Spence,UK - England - West Midlands
ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,
AROATPL1187FB48E12,UFO,Arizona
AROSI8L1187B9ACD43,Ice Cube,"Los Angeles, CA"
ARRRVMG1187FB532AC,Radney Foster,"Del Rio, TX"
ARN3O411187FB4D859,Stephan Micus,
AR4MCB01187B98BF5C,Atman,
ARP4QQS1187B998E46,Forensics,UK - England - London
ARY1QJF1187B98EF3F,Kathleen Madigan,California - LA
AROSI8L1187B9ACD43,Ice Cube,"Los Angeles, CA"
ARFCOGY1187FB454B4,The Winans,"Detroit, MI"
ARIQZ2V1187B98E546,A-Studio,
ARFLHWV1187FB4E77F,Sandy Posey,"Jasper, AL"
ARAEXD61187B9B7543,Bellatrax feat. Tina Cousins,
ARH1UTX1187FB50CAA,Bobby Capo,Puerto Rico
ARPMJGA11F4C83BDFE,US Coast Guard Band,
ARFAKQ01187B990163,Georges Delerue,
AREXX3T1187B989950,Scott Krippayne,Washington
AROJ4RQ1187FB50102,Pinch feat. Rudey Lee,Illinois
AR9OTFC11C8A415220,D.A.D.,Copenhagen (Denmark)
ARWLJLY1187B9AD881,Desert Dwellers,
ARUHYH21187B98BA89,The Tragically Hip,"Kingston, Ontario, Canada"
AR8FMEN1187FB4A657,Lizzy Borden,"Los Angeles, CA"
ARXGICZ1187FB444DD,The Merry Macs,"Minneapolis, MN"
ARTDQRC1187FB4EFD4,Black Eyed Peas,"Los Angeles, CA"
ARGS67J1187FB3FC1A,Righteous Brothers,California
ARDPTGD1187B9AD361,Brand X,"Sikeston, MO"
ARD7TVE1187B99BFB1,Casual,California - LA
ARVD9M11187FB49291,Headhunter,
AR9OLFX1187B9A5762,Bob Wills,"Kosse, TX"
ARO4H5M1187FB4384D,Adrenaline,"Chicago, IL"
AR2AGLK1187B9AAAD0,Year Long Disaster,"Los Angeles, CA"
AR41B9G1187B990D63,Sam Fan Thomas,
ARVHJV91187B9B7C91,Terminal 11 feat. b.b0Nd,
ARPAAPH1187FB3601B,Bacilos,
AR9YI7H1187B9960E3,Dobet Gnahoré,BELGIUM
ARGKWSI11F50C488CC,Smidi Beats,Nevada
AR8J63I119B8668504,Red I Flight,
ARGY96L1187FB410ED,Jimmy McGriff,"Philadelphia, PA"
AR6Y8JF1187B9BA1D5,Jimmy Witherspoon,"Gurdon, AR"
ARB78VW1187B98F81C,George Nooks,
ARKON4P1187B98B291,Ron Goodwin,"Plymouth, Devon, England"
ARYT3BY1187B98C20E,Ed Ames,"Malden, MA"
ARTPVDV1187B9A61F1,Johnny Keating & All Stars,
ARJXULI11F4C83C865,Bela Fleck And The Flecktones,
ARPOQKS1187B988FE2,Ed Calle,Florida
ARL1QL91187B994B08,A Challenge Of Honour,
AR06IFV1187B9977EC,MU330,"St. Louis, MO"
AROG07L1187FB4C826,Boards of Canada,Scotland
ARXB7B21187B98BEF0,Marisela,
ARL5BEN1187B98E4D9,Jah Cure,"Montego Bay, Jamaica"
AR1DC0611A348EFB30,Statues,"Sudbury, Ontario - Canada"
ARIWB161187B9AA1D5,Simon & Garfunkel,"Forest Hills, Queens, New York City, NY, USA"
AR9YS621187FB5AC07,The Clark Sisters,
ARO0QD41187FB3AB0A,Keb' Mo',"Los Angeles, CA"
ARXZP9T1187FB4565D,Willie Clancy,"Miltown Malbay, Ireland"
AR65OLD1187FB5C103,P.o.d,
ARPAAHK1187B9ABB00,Nickelback,"Hanna, Alberta, Canada"
ARBQ5TQ1187B992B8A,Vivian,CANADA - Ontario
ARJA1841187FB3A029,David Bowie,"London, UK"
AR7KA5V1187FB44E6B,The Del McCoury Band,
AR8RXRI1187FB4104B,The Roots,"Philadelphia, Pennsylvania, U.S."
ARQUMH41187B9AF699,Linkin Park,"Los Angeles, CA"
AR00LNI1187FB444A5,Bruce BecVar,
AR7GUNF1187B990CCF,Between The Buried And Me,"Charlotte, NC"
ART35UC1187FB4CC25,The Flies,
ARDUJZJ1252CCFA253,Whitney Cummings,
ARSQDUN1187B98D7D7,EPMD,allentown Pennsylvania USA
AREWQSE1187B9AEC6C,The Jackson Southernaires,Mississippi
ARGIABO1187FB4B3B5,Ronnie Milsap,"Robbinsville, NC"
ARRVUWA1187B9A0FE2,Orquesta Aragon,Cuba
ARUKJUP12086C14589,Ramón Vargas,
AR7KA5V1187FB44E6B,The Del McCoury Band,
ARGTUWC1187B9904A0,Susana Seivane,
ARBEOHF1187B9B044D,Madonna,"Bay City, MI"
ARIOSKN1257509BCE1,Cama,
ARRW6DJ1187FB50A67,Pacha Massive,"New York, NY"
ARAXVPF1241B9C9684,Kuldeep Paras,
ARSMT991187B9A5C45,Keira Green,
ARW1MUW1187FB4D5A1,3 Doors Down,"Escatawpa, MS"
ARWQ2DR1187B98FF28,Ma Rainey & Her Tub Jug Washboard Band,"Columbus, GA"
ARMH10M1187FB4184F,fIREHOSE,Wisconsin
AROP6331187FB398F7,Festival,
ARF3GX71187FB3EB66,Martina McBride,"Medicine Lodge, KS"
AR0CWOB1187B99FA08,Christophe Beck,United States
ARMEADM11F50C4FDC7,Amanajé,
ARWI92K1187B98A5CC,Jets,
ARRS5961187B99F9DE,Nicho Hinojosa,
ARZBYDY1187FB46DD7,Cali,Vernet les Bains
AR5995Z1187B9A112B,The Tarriers,Illinois
ARJ1AMB1187FB40661,Sukhwinder Singh,
ARXRK5A1187FB3EAC6,Jaguares,
ARHL8SP1187B98F8A3,Sick Of It All,Virginia
ARCLFWR1187B9AE7B2,Fun Lovin' Criminals,
ARUNYOW1187FB43F2A,Blind Boy Fuller,"Wadesboro, NC"
ARO8LVR1187B9A0DE5,Jah Debda,
ARZ185I1187FB5B8C5,Jonn Serrie,Atlanta  Ga
AR58JT11187B9AF4CC,Carpenters,"New Haven, CT"
ARGNGRI11E2835D567,Tam Tam Go!,
AREY3RN1187B993C5F,Goatwhore,"New Orleans, LA"
AR5RA3W1187B9B4A22,Pepe Kalle,
ARN3O411187FB4D859,Stephan Micus,
AR9A5TK1187B9AD07F,fIREHOSE,
ARBUHDB1187FB3E72C,Bobby Vee,"Fargo, ND"
ARDAONS11F4C844929,Ray Kane,
ARDR4AC1187FB371A1,Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli,
ARHSS201187B98A8CC,Yvette Horner,
AR1CD5Z1187B98F2C2,Pat Metheny,"Lee's Summit, MO"
ARHULUL119B8668FAD,When Dinosaurs Ruled The Earth,
AR57Z841187B9B7D7D,Gregory Isaacs,"Kingston, Jamaica"
AR74W1A1187FB5ACFC,Devanic,Vienna
ARP5MSK1187B99A54C,Jimmy Burns,"Dublin, MS"
ARJQ8WU1187FB37FCD,Patrick Saint-Eloi,
ARQZ3MW1187B99C9B1,Barry Künzel,
AR4FE4N1187B99395A,Corderoy & U4IC DJ'S,
AREJXK41187B9A4ACC,Raphael,France
ARIRBO11187FB4B219,Donna The Buffalo,
ARZWBH21187B99ACE1,Günter Noris,
ARKAL321187B9AD4BE,The Gathering,
ARIT8YH1187FB43F30,Arthur Brown,"Whitby, Yorkshire, England"
ARY1VGA1187FB5A39E,Tom Cochrane,"Lynn Lake, Manitoba, Canada"
ARKCTSM11F4C83C839,Igor Stravinsky;Columbia Symphony Orchestra,
ARODP5P1187FB40142,Eddie Cano,
AR0LPDJ1187B9919F1,Derek Bell,"Belfast, Northern Ireland"
ARUHX3U1187FB57A44,Janie Fricke,"South Whitney, IN"
ARNNC731187FB55D14,Kary Ng,
ARPGYM11187FB4B1E1,Owsley,Tennessee
AR7EL201187B9B85D9,Henry Lee Summer,"Brazil, IN"
ARHRKTK1187B99E1D5,Jackie Wilson,"Detroit, MI"
ARI3W3K1187FB49E6F,Nacho Chapado feat. Stephen Massa,
ARMVRLO11F4C846488,The Villas,Pennsylvania
ARIFK6X1187B9ADA44,Will Ackerman,Germany
AR0VZWC1187B99BA57,The Berzerker,"Melbourne, Australia"
ARKIYC51187FB4775A,Juice Leskinen,
ARSCJQW1187B9B3523,Hoods,Vrsac
ARBM4TC1187FB5CE98,Natalie Cole,"Los Angeles, CA"
ARNG61X1187B98C7DF,5 Blind Boys Of Alabama,"Talladega, AL"
AR07VS41187FB37944,Mungo Jerry,
AR9YV621187B99373E,Marco Beltrami,
AR2FSX31187B98E3EF,Ricky Martin,"San Juan, Puerto Rico"
ARW4P0V1187B9B182E,Inhume,
AR3DYAD1187FB3964E,Chet Atkins,"Luttrell, TN"
ARLQ5EV1187FB4491D,Don Francisco,Colorado
ARH6W4X1187B99274F,Radiohead,"Oxford, UK"
ARB5S4L1187FB4AD20,Carlos Ponce,
AR7OEB71187B995A17,Henri Pousseur,"Malm�, Belgium"
ARBZAIL1187FB5B1C8,Bob Margolin,"Boston, MA"
ARHSNFO1187B993B7C,Grant And Wilson,Florida
ARQZTGO11E8F5C0768,The Stolen Minks,
ARRW6DJ1187FB50A67,Pacha Massive,"New York, NY"
ARUAKAN1187FB48204,Walter Trout,"Ocean City, NJ"
ARZU9NI1187B9AEE08,Babylon Disco,Karlstad
ARWJAQ81187FB46F73,Negura Bunget,Timişoara
ARBUOMY1187B99F2EB,Messy Marv featuring Clover Geez,California - SF
ARKZT1W1187FB54EEA,Marilyn Scott,"Alta Dena, CA"
AR3QRJ91187B98E4C2,Jacques Dutronc,"Paris, France"
AR46CAD1187FB4D84B,Bad Religion,"Los Angeles, Ca"
ARLHO5Z1187FB4C861,Beastie Boys,"New York, NY"
ARKHMZB1187B998670,Curtis,
AR2BG0R1187FB398C3,Dax Riggs,"Houma, LA"
ARKPDBH1242077DEB1,Murskahumppa,
ARXLX5L1187FB47BED,Crazy Horse,
ARIFGKC1187B9B04D5,Dean Martin,"Steubenville, OH"
ARDSBRF11F4C83C5DA,Jim Smoak & The Louisiana Honeydrippers,
AR4OHL91187B9B2EB9,Angela Dimitriou,
AR6TD9K1187B9A207D,Sister Rosetta Tharpe,"Cotton Plant, AR"
AR6D5OM1187B993D9E,Rhinoceros,UK - England - West Midlands
ART1R9I1187B9B3324,Margaret Becker,
ARGWLJT12086C14A09,Shunza,
AR6MIU31187B994603,Stefon Harris,
ARX2DLI1187FB4DD03,The Presets,"Sydney, Australia"
AR22KZ51187B9A0A31,Five Fingers of Funk,
AR5OHUU1187FB55B10,Peret,
AR7SF1N1187B9A91D1,John Berry,"Aiken, SC"
ARJG2ID1187B9A767E,The Jam,"Woking, Surrey, England"
ARJ0NBU1187B9AA8FA,Vulgar Pigeons,
ARGMGHN1187B9B4213,Gym Class Heroes,"Geneva, NY"
AR1USMR1187B9B6CD1,Tullycraft,
AR19JS91187B98CB66,Captain Hollywood Project,
AR0B3RS1187FB48F5D,Why?,"Cincinnati, OH"
ARS6KFB1187FB59B12,K.I.Z.,
AR23C041187FB4D534,50 Cent,"Queens, NY"
AR3CLBX1187FB5A307,Richi M.,
ARDR4AC1187FB371A1,Montserrat Caballé;Eugenio  Marco,
ARPTJHV11F4C83EF53,Mighty Diamonds,
AR05KQA1187B9963B3,D'Molls,California - LA
AR9OLFX1187B9A5762,Bob Wills,"Kosse, TX"
AR9O0LF1187B99D0D1,Aisha Duo,NY - New York City
ARMR44C1187FB433D2,Penguin Café Orchestra,
AR72Q9R1187B98A664,Hatiras,
ARY0W1O1187FB5B8C0,H-Town,Houston
ARATR0U1187B9B76D0,Dead To Me,San Francisco CA
AR7B2HD1187B9A5161,Michael Convertino,
ARORFIN1187FB3BE5C,Danielle Bollinger,Flint Michigan
ARZRR0M1187FB3EE0A,Sub Focus,
ARLOVHG1187FB39692,Sébastien Roch,
ARZKUQI11F4C8467A5,Oscar Peterson Trio,
ARYN8YT1187FB38396,Los Iracundos,
ARNMUMC1187B9A7A38,Tigerstyle,Glasgow
ARYXOV81187B99831D,Seventh Day Slumber,
ARN3O411187FB4D859,Stephan Micus,
ARHZCG01187B99E4DE,Stanley Clarke,"Philadelphia, PA"
AR0QS8F1187B9ADC96,Sandy Lam,
ARIYZFT1187FB5393E,Mart'nália,
ARIXB7T1187B9AB215,Intars Busulis,
AR8360R1187FB47C18,Cass Fox,"London, England"
ARQXR6R1187FB46FD6,Soul Asylum,"Minneapolis, MN"
ARRNO111187B9B3FC9,Galactic,
ARVX3V41187FB59E0F,Spade Cooley,
ARWQ3M31187FB4CF01,ARRESTED DEVELOPMENT,"Atlanta, GA"
ARVY1W51187B9AF4F7,99 Posse,
ARSSLTP1241B9CC51A,Stockhausen Waterman,
ARXP7MQ1187FB3AC5F,Dave Hollister,LOWELL
ARANIJI11F4C83EFD2,Toots & The Maytals,
AR7074B1187FB4C39B,Ann Lee,United States
ARW74FW1187FB554AD,Cookies,
AROY6XW1187B991121,Steve Vai,"Carle Place, New York"
ARLPXQE1187B99066C,Bonita & Jerry Cormier,jakarta
ARTHEAP122BCFCD0B2,DJ X-Change featuring Joey A,
ARI28VJ1187FB4EAD7,Slackbaba,
ARJ1OYE1187B9ACC2D,Ebba Forsberg,SWEDEN
ARSC6WR1187FB40B18,Peggy Lee,"Jamestown, ND"
AR8ZHWS1187B98CED1,Monty Are I,"Providence, RI"
AROOKC21187B9AE85C,Missy Higgins,"Melbourne, Australia"
ARAOADX1187B98AED3,Dwight Twilley,"Tulsa, OK"
ARZDQ3N1187FB5978B,Caspian,"Beverly, Massachusetts"
ARP5P651187FB5397F,Jimmie Davis,"Quitman, LA"
AR9YV621187B99373E,Marco Beltrami,
ARTK5LU1187B9A654C,Michael Gettel,
ARZ3U0K1187B999BF4,Cabas,
ARE8MZ81187B9AB2A3,Wendo Kolosoy,
ARD2NDU1187B99B615,Dropkick Murphys,"Boston, MA"
ARJUYSZ1187B9B2B23,Kati,
ARWDEEB11E2835E73C,Faces,"London, England"
ARJMW6Z1187B989C3C,Asha Puthli,India
ARRH63Y1187FB47783,Kanye West / Consequence / Cam'Ron,"Atlanta, GA"
ARLE1JH1187B9B630B,Zbigniew Preisner,
ARXKRVF11E2835D266,Mr. De',
AR6BHP31187FB365E1,Sonny Terry,"Greensboro, NC"
ARCII0J1187FB3A1B4,The Marx Brothers,"New York City, New York"
AR8FMEN1187FB4A657,Lizzy Borden,"Los Angeles, CA"
ARC1CJB1187B99FCA4,Laurie Berkner,
AREDTTS1187FB5357E,Eric Champion,
ARVAE1F1187B994957,Gerald Veasley,"Philadelphia, PA"
ARAKX8D1187B98CCE2,Bob Cheevers,Tennessee
ARXDOUQ11F50C4A239,Wednesday 13's Frankenstein Drag Queens From Planet 13,
ARLB7A11187B9A331A,Al Rapone,"Lake Charles, Louisiana"
ARKR75V1187FB3D4D5,My Chemical Romance,New Jersey
ARS7E2E1187FB361BC,Mayday,Texas
AR6G29T1187B9A99F9,KMD,
ARF3PG41187FB4B0B4,Dorothy Norwood,
AR27CRT1187B9BA011,Jordan & Baker,
ARX5XTP1187FB3D8CC,Freddie McGregor,
ARWPYQI1187FB4D55A,Rick Astley,"Newton-le-Willows, Merseyside, England"
AR8V1WA1187B9AD9E9,The White Stripes,Nashville / Los Angeles
AR0O3AV1187FB4D030,Wayne Kramer,"New York, NY"
ARIT9Y51187FB364AE,The Irish Rovers,"Alberta, Canada"
ARTE9CG1187B99B1AF,DMX,
ARB2M051187FB56FA9,The Sugarhill Gang,"New York, NY"
ARI6CSW1187B9AF09A,Eko Fresh feat. Summer Cem & DJ Ses,"M�engladbach, Germany"
AR4GAFY1187B9B639D,B.B.King,"Memphis, Tennessee"
ARYLG3I119B8668696,Rockin' Dopsie_ Jr._ The Zydeco Twisters,
AR5OB9M1187FB52F29,Darryl Worley,"Savannah, TN"
ARNBXZH122988F2C16,Ambient Music Therapy,NY - New York City
ARBM4TC1187FB5CE98,Natalie Cole,"Los Angeles, CA"
ARN7POH1187B9B301E,Jessica Simpson,"Dallas, TX"
ARSMRIN1187B9AB35A,Paul Rogers,"Middlesbrough, England"
AR3752L1187FB4B67E,The Real Kids,
AR5OHUU1187FB55B10,Peret,
ARDCKVJ1187FB54D1F,Syl Johnson,"Centerville, TN"
ARCT5P61187FB3D950,The Impressions,United States
ARYVGP31187B9A531A,John Mellencamp,"Seymour, IN"
ARRO4O51187B993066,Legion Of Green Men,"Burlington, Ontario, Canada"
ARWIMT21187B9B5AEC,Joe Turner,"Kansas City, MO"
ARNP9WW1187B990803,Cardenales del Exito,
ARRGDPV122BCFCB7F2,Bowen_ Robin Huw,
AR93RTI1187B98ECFB,Mance Lipscomb,"Navasota, TX"
AR6BAYL1187B9AC66F,Al De Lory,Tennessee
AR8LC1V1187B999F9B,Greis,
ARZXTEY1187B9997A7,Juelz Santana,"New York, NY [Harlem]"
ARHXIOW1187FB3AF67,The Mad Capsule Markets,JP
ARDF8K01187FB37200,Wolfmother,"Sydney, Australia"
AREMPZG1187B99D246,Márcio Faraco,
ARJTX7M1187FB4CED3,Be Bop Deluxe,England
AR681HS1187FB5BBFE,David Lynch,California
